ledger_id,project_id,sap_cost_center,posting_date,gl_account,amount,doc_type,description,vendor,tax_code,gst_amount,_migration_flag
159,3,CC-MEL-03,2026-05-25,GL-6200,154036.47,INV,Raw Materials & Consumables — Southbank Precinct Tower C,Holcim Australia Pty Ltd,G11,15403.65,OK
160,3,CC-MEL-03,2027-04-03,GL-6100,1764169.35,INV,[VARIANCE] Direct Labour & Subcontract Costs — Southbank Precinct Tower C,Buxton Construction,G11,176416.94,OK
161,3,CC-MEL-03,2027-01-13,GL-6200,898560.89,INV,Raw Materials & Consumables — Southbank Precinct Tower C,Adbri Masonry,G11,89856.09,OK
162,3,CC-MEL-03,2026-03-27,GL-6100,1057260.38,INV,Direct Labour & Subcontract Costs — Southbank Precinct Tower C,Watpac Civil & Mining,G11,105726.04,OK
163,3,CC-MEL-03,2026-05-11,GL-6200,345988.0,INV,Raw Materials & Consumables — Southbank Precinct Tower C,Adbri Masonry,G11,34466.9,ROUNDING_DIFF
164,3,CC-MEL-03,2027-05-11,GL-6100,1271450.87,INV,Direct Labour & Subcontract Costs — Southbank Precinct Tower C,Probuild Constructions,G11,127145.09,OK
165,3,CC-MEL-03,2027-05-12,GL-6600,1327.13,INV,Travel & Accommodation — Southbank Precinct Tower C,Corporate Travel Management (CTM),G11,132.71,OK
166,3,CC-MEL-03,2027-09-06,GL-6400,268630.17,INV,[VARIANCE] Professional & Consulting Fees — Southbank Precinct Tower C,AECOM Australia Pty Ltd,G11,26863.02,OK
167,3,CC-MEL-03,2026-05-26,GL-6100,1252682.5,INV,Direct Labour & Subcontract Costs — Southbank Precinct Tower C,Buxton Construction,G11,125268.25,OK
168,3,CC-MEL-03,2027-07-16,GL-6100,335177.0,INV,Direct Labour & Subcontract Costs — Southbank Precinct Tower C,Kane Constructions,G11,33484.19,ROUNDING_DIFF
169,3,CC-MEL-03,2027-08-03,GL-6200,519886.14,INV,Raw Materials & Consumables — Southbank Precinct Tower C,CSR Building Products,G11,51988.61,OK
170,3,CC-MEL-03,2027-10-01,GL-6100,598525.14,INV,Direct Labour & Subcontract Costs — Southbank Precinct Tower C,Kane Constructions,G11,59852.51,OK
171,3,CC-MEL-03,2027-07-27,GL-6200,785076.65,INV,Raw Materials & Consumables — Southbank Precinct Tower C,CSR Building Products,G11,78507.67,OK
172,3,CC-MEL-03,2026-05-27,GL-6600,3485.5,INV,[VARIANCE] Travel & Accommodation — Southbank Precinct Tower C,Crown Towers Melbourne,G11,348.55,OK
173,3,CC-MEL-03,2027-07-22,GL-6200,628816.36,INV,Raw Materials & Consumables — Southbank Precinct Tower C,CSR Building Products,G11,62881.64,OK
174,3,CC-MEL-03,2027-05-26,GL-6600,3216.0,INV,Travel & Accommodation — Southbank Precinct Tower C,Crown Towers Melbourne,G11,322.77,ROUNDING_DIFF
175,3,CC-MEL-03,2027-03-28,GL-6200,143591.96,INV,Raw Materials & Consumables — Southbank Precinct Tower C,CSR Building Products,G11,14359.2,OK
176,3,CC-MEL-03,2026-03-20,GL-6100,416695.0,INV,Direct Labour & Subcontract Costs — Southbank Precinct Tower C,Buxton Construction,G11,41522.57,ROUNDING_DIFF
177,3,CC-MEL-03,2026-05-28,GL-6100,227271.91,INV,[VARIANCE] Direct Labour & Subcontract Costs — Southbank Precinct Tower C,Cockram Constructions,G11,22727.19,OK
178,3,CC-MEL-03,2027-01-13,GL-6300,255471.62,INV,Equipment & Plant Hire — Southbank Precinct Tower C,All Cranes Hire & Sales,G11,25547.16,OK
179,3,CC-MEL-03,2026-05-08,GL-6400,242262.38,INV,Professional & Consulting Fees — Southbank Precinct Tower C,GHD Advisory,G11,24226.24,OK
180,3,CC-MEL-03,2026-10-30,GL-6100,1116175.82,INV,Direct Labour & Subcontract Costs — Southbank Precinct Tower C,Hickory Group,G11,111617.58,OK
181,4,CC-MEL-04,2026-04-03,GL-6400,82174.0,INV,Professional & Consulting Fees — Melbourne Metro — Station Works,GHD Advisory,G11,8224.24,ROUNDING_DIFF
182,4,CC-MEL-04,2026-10-28,GL-6100,916191.24,INV,Direct Labour & Subcontract Costs — Melbourne Metro — Station Works,Watpac Civil & Mining,G11,91619.12,OK
183,4,CC-MEL-04,2026-10-27,GL-6100,605590.74,INV,Direct Labour & Subcontract Costs — Melbourne Metro — Station Works,Buxton Construction,G11,60559.07,OK
184,4,CC-MEL-04,2026-06-19,GL-6200,403050.41,INV,[VARIANCE] Raw Materials & Consumables — Melbourne Metro — Station Works,Holcim Australia Pty Ltd,G11,40305.04,OK
185,4,CC-MEL-04,2026-07-02,GL-6100,1138424.46,INV,Direct Labour & Subcontract Costs — Melbourne Metro — Station Works,Buxton Construction,G11,113842.45,OK
186,4,CC-MEL-04,2026-06-28,GL-6100,219538.12,INV,Direct Labour & Subcontract Costs — Melbourne Metro — Station Works,Hacer Group,G11,21953.81,OK
187,4,CC-MEL-04,2026-04-18,GL-6100,1452242.19,INV,Direct Labour & Subcontract Costs — Melbourne Metro — Station Works,Cockram Constructions,G11,145224.22,OK
188,4,CC-MEL-04,2026-06-21,GL-6100,235374.14,INV,Direct Labour & Subcontract Costs — Melbourne Metro — Station Works,Buxton Construction,G11,23537.41,OK
189,4,CC-MEL-04,2026-07-17,GL-6200,844345.08,INV,Raw Materials & Consumables — Melbourne Metro — Station Works,James Hardie Building Products,G11,84434.51,OK
190,4,CC-MEL-04,2026-08-06,GL-6100,1358249.01,INV,Direct Labour & Subcontract Costs — Melbourne Metro — Station Works,Cockram Constructions,G11,135824.9,OK
191,4,CC-MEL-04,2026-09-07,GL-6200,512598.28,INV,Raw Materials & Consumables — Melbourne Metro — Station Works,Saint-Gobain Placo,G11,51259.83,OK
192,4,CC-MEL-04,2026-04-28,GL-5100,663562.75,INV,Direct Labour & Subcontract Costs — Melbourne Metro — Station Works,Probuild Constructions,G11,66356.28,GL_REMAP
193,4,CC-MEL-04,2026-04-10,GL-6100,426115.59,INV,Direct Labour & Subcontract Costs — Melbourne Metro — Station Works,Hacer Group,G11,42611.56,OK
194,4,CC-MEL-04,2026-08-08,GL-6400,197832.8,INV,[VARIANCE] Professional & Consulting Fees — Melbourne Metro — Station Works,WSP Australia,G11,19783.28,OK
195,4,CC-MEL-04,2026-10-18,GL-6400,86041.4,INV,Professional & Consulting Fees — Melbourne Metro — Station Works,GHD Advisory,G11,8604.14,OK
196,4,CC-MEL-04,2026-07-16,GL-6200,382041.0,INV,Raw Materials & Consumables — Melbourne Metro — Station Works,Saint-Gobain Placo,G11,38231.91,ROUNDING_DIFF
197,4,CC-MEL-04,2026-07-24,GL-6100,200000.0,INV,Direct Labour & Subcontract Costs — Melbourne Metro — Station Works,Watpac Civil & Mining,G11,20000.0,OK
198,4,CC-MEL-04,2026-04-08,GL-6300,73030.27,INV,Equipment & Plant Hire — Melbourne Metro — Station Works,All Cranes Hire & Sales,G11,7303.03,OK
199,4,CC-MEL-04,2026-08-29,GL-6400,180401.59,INV,Professional & Consulting Fees — Melbourne Metro — Station Works,Turner & Townsend,G11,18040.16,MISSING_IN_NEW
200,4,CC-MEL-04,2026-10-25,GL-6300,213861.73,INV,Equipment & Plant Hire — Melbourne Metro — Station Works,Adaptalift Hyster,G11,21386.17,OK
201,4,CC-MEL-04,2026-03-08,GL-6300,136607.27,INV,Equipment & Plant Hire — Melbourne Metro — Station Works,Sherrin Rentals,G11,13660.73,OK
202,4,CC-MEL-04,2026-11-11,GL-6200,395257.15,INV,Raw Materials & Consumables — Melbourne Metro — Station Works,Holcim Australia Pty Ltd,G11,39525.72,OK
203,4,CC-MEL-04,2026-07-02,GL-6200,253179.27,INV,Raw Materials & Consumables — Melbourne Metro — Station Works,Sika Australia,G11,25317.93,OK
204,4,CC-MEL-04,2026-03-23,GL-6600,6003.18,INV,Travel & Accommodation — Melbourne Metro — Station Works,Corporate Travel Management (CTM),G11,600.32,OK
205,4,CC-MEL-04,2026-02-22,GL-6200,449989.04,INV,Raw Materials & Consumables — Melbourne Metro — Station Works,Hanson Construction Materials,G11,44998.9,OK
206,4,CC-MEL-04,2026-03-05,GL-5100,1622148.05,INV,Direct Labour & Subcontract Costs — Melbourne Metro — Station Works,John Holland Group,G11,162214.81,GL_REMAP
207,4,CC-MEL-04,2026-07-04,GL-6400,271924.41,INV,[VARIANCE] Professional & Consulting Fees — Melbourne Metro — Station Works,Turner & Townsend,G11,27192.44,OK
208,4,CC-MEL-04,2026-08-22,GL-6100,518294.98,INV,[VARIANCE] Direct Labour & Subcontract Costs — Melbourne Metro — Station Works,Probuild Constructions,G11,51829.5,OK
209,4,CC-MEL-04,2026-05-13,GL-6100,802495.99,INV,Direct Labour & Subcontract Costs — Melbourne Metro — Station Works,Probuild Constructions,G11,80249.6,OK
210,4,CC-MEL-04,2026-08-17,GL-6100,1736596.54,INV,[VARIANCE] Direct Labour & Subcontract Costs — Melbourne Metro — Station Works,Hacer Group,G11,173659.65,OK
211,4,CC-MEL-04,2026-02-22,GL-6100,1320614.25,INV,[VARIANCE] Direct Labour & Subcontract Costs — Melbourne Metro — Station Works,Probuild Constructions,G11,132061.43,OK
212,4,CC-MEL-04,2026-03-19,GL-6200,120000.0,INV,Raw Materials & Consumables — Melbourne Metro — Station Works,Adbri Masonry,G11,12000.0,OK
213,4,CC-MEL-04,2026-01-31,GL-6200,542731.71,INV,Raw Materials & Consumables — Melbourne Metro — Station Works,Saint-Gobain Placo,G11,54273.17,OK
214,4,CC-MEL-04,2026-09-29,GL-6100,200000.0,INV,Direct Labour & Subcontract Costs — Melbourne Metro — Station Works,Kane Constructions,G11,20000.0,OK
215,4,CC-MEL-04,2026-01-24,GL-6300,191311.08,INV,Equipment & Plant Hire — Melbourne Metro — Station Works,Sherrin Rentals,G11,19131.11,OK
216,4,CC-MEL-04,2026-10-15,GL-6300,98757.51,INV,Equipment & Plant Hire — Melbourne Metro — Station Works,Sherrin Rentals,G11,9875.75,OK
217,4,CC-MEL-04,2026-02-18,GL-6200,680054.2,INV,[VARIANCE] Raw Materials & Consumables — Melbourne Metro — Station Works,James Hardie Building Products,G11,68005.42,OK
218,4,CC-MEL-04,2026-01-19,GL-6100,451620.27,INV,Direct Labour & Subcontract Costs — Melbourne Metro — Station Works,Probuild Constructions,G11,45162.03,OK
219,4,CC-MEL-04,2026-08-24,GL-6300,67086.74,INV,Equipment & Plant Hire — Melbourne Metro — Station Works,Coates Hire Operations,G11,6708.67,OK
220,4,CC-MEL-04,2026-03-06,GL-5400,117043.42,INV,Professional & Consulting Fees — Melbourne Metro — Station Works,WSP Australia,G11,11704.34,GL_REMAP
221,4,CC-MEL-04,2026-02-03,GL-6100,1405778.4,INV,Direct Labour & Subcontract Costs — Melbourne Metro — Station Works,Probuild Constructions,G11,140577.84,OK
222,4,CC-MEL-04,2026-02-11,GL-6100,681364.3,INV,Direct Labour & Subcontract Costs — Melbourne Metro — Station Works,Watpac Civil & Mining,G11,68136.43,OK
223,4,CC-MEL-04,2026-06-14,GL-6100,920933.88,INV,Direct Labour & Subcontract Costs — Melbourne Metro — Station Works,Built Environs,G11,92093.39,OK
224,4,CC-MEL-04,2026-01-18,GL-6300,139345.89,INV,[VARIANCE] Equipment & Plant Hire — Melbourne Metro — Station Works,Adaptalift Hyster,G11,13934.59,OK
225,4,CC-MEL-04,2026-02-16,GL-6100,1144334.16,INV,Direct Labour & Subcontract Costs — Melbourne Metro — Station Works,Built Environs,G11,114433.42,OK
226,4,CC-MEL-04,2026-08-04,GL-6200,665554.8,INV,Raw Materials & Consumables — Melbourne Metro — Station Works,Holcim Australia Pty Ltd,G11,66555.48,OK
227,4,CC-MEL-04,2026-05-13,GL-6300,165504.8,INV,Equipment & Plant Hire — Melbourne Metro — Station Works,All Cranes Hire & Sales,G11,16550.48,OK
228,4,CC-MEL-04,2026-09-06,GL-6200,781562.44,INV,Raw Materials & Consumables — Melbourne Metro — Station Works,Sika Australia,G11,78156.24,OK
229,4,CC-MEL-04,2026-07-17,GL-6100,457645.0,INV,Direct Labour & Subcontract Costs — Melbourne Metro — Station Works,Hacer Group,G11,45983.38,ROUNDING_DIFF
230,4,CC-MEL-04,2026-03-27,GL-6300,43299.65,INV,Equipment & Plant Hire — Melbourne Metro — Station Works,Kennards Hire,G11,4329.97,OK
231,4,CC-MEL-04,2026-01-26,GL-5100,403821.64,INV,[VARIANCE] Direct Labour & Subcontract Costs — Melbourne Metro — Station Works,Cockram Constructions,G11,40382.16,GL_REMAP
232,4,CC-MEL-04,2026-09-26,GL-6100,534624.8,INV,Direct Labour & Subcontract Costs — Melbourne Metro — Station Works,Cockram Constructions,G11,53462.48,OK
233,4,CC-MEL-04,2026-09-26,GL-6100,980056.02,INV,Direct Labour & Subcontract Costs — Melbourne Metro — Station Works,Cockram Constructions,G11,98005.6,OK
234,4,CC-MEL-04,2026-07-17,GL-6100,1700150.93,INV,[VARIANCE] Direct Labour & Subcontract Costs — Melbourne Metro — Station Works,Built Environs,G11,170015.09,OK
235,4,CC-MEL-04,2026-10-12,GL-6100,1372964.92,INV,Direct Labour & Subcontract Costs — Melbourne Metro — Station Works,Hickory Group,G11,137296.49,OK
236,4,CC-MEL-04,2026-08-04,GL-6300,137525.69,INV,Equipment & Plant Hire — Melbourne Metro — Station Works,Kennards Hire,G11,13752.57,OK
237,4,CC-MEL-04,2026-10-29,GL-6100,836940.97,INV,Direct Labour & Subcontract Costs — Melbourne Metro — Station Works,Hacer Group,G11,83694.1,OK
238,4,CC-MEL-04,2026-01-15,GL-6100,709429.18,INV,[VARIANCE] Direct Labour & Subcontract Costs — Melbourne Metro — Station Works,Cockram Constructions,G11,70942.92,OK
239,4,CC-MEL-04,2026-02-20,GL-6500,19570.0,INV,Regulatory Fees & Permit Costs — Melbourne Metro — Station Works,Vic Department of Transport,G12,0.0,ROUNDING_DIFF
240,4,CC-MEL-04,2026-10-28,GL-6400,105451.54,INV,Professional & Consulting Fees — Melbourne Metro — Station Works,Turner & Townsend,G11,10545.15,OK
241,5,CC-SYD-05,2027-04-06,GL-6300,29988.53,INV,Equipment & Plant Hire — Sydney Tech Hub — Pyrmont,Kennards Hire,G11,2998.85,OK
242,5,CC-SYD-05,2026-12-18,GL-6600,501.51,INV,Travel & Accommodation — Sydney Tech Hub — Pyrmont,Marriott Hotels Australia,G11,50.15,OK
243,5,CC-SYD-05,2026-08-16,GL-6200,303785.12,INV,Raw Materials & Consumables — Sydney Tech Hub — Pyrmont,CSR Building Products,G11,30378.51,OK
244,5,CC-SYD-05,2026-10-18,GL-6400,126844.17,INV,Professional & Consulting Fees — Sydney Tech Hub — Pyrmont,Turner & Townsend,G11,12684.42,OK
245,5,CC-SYD-05,2026-05-31,GL-6400,23679.0,INV,Professional & Consulting Fees — Sydney Tech Hub — Pyrmont,Stantec Consulting,G11,2363.5,ROUNDING_DIFF
246,5,CC-SYD-05,2026-07-04,GL-6500,47344.24,INV,Regulatory Fees & Permit Costs — Sydney Tech Hub — Pyrmont,NSW Planning Department,G12,0.0,OK
247,5,CC-SYD-05,2026-08-07,GL-6500,10649.92,INV,Regulatory Fees & Permit Costs — Sydney Tech Hub — Pyrmont,WorkSafe Victoria,G12,0.0,OK
248,5,CC-SYD-05,2026-07-07,GL-6400,54734.48,INV,Professional & Consulting Fees — Sydney Tech Hub — Pyrmont,Turner & Townsend,G11,5473.45,OK
249,5,CC-SYD-05,2026-10-22,GL-6100,561620.0,INV,Direct Labour & Subcontract Costs — Sydney Tech Hub — Pyrmont,Built Environs,G11,56344.73,ROUNDING_DIFF
250,5,CC-SYD-05,2027-01-13,GL-6300,157171.68,INV,Equipment & Plant Hire — Sydney Tech Hub — Pyrmont,All Cranes Hire & Sales,G11,15717.17,OK
251,5,CC-SYD-05,2026-09-12,GL-6600,2358.44,INV,Travel & Accommodation — Sydney Tech Hub — Pyrmont,Corporate Travel Management (CTM),G11,235.84,OK
252,5,CC-SYD-05,2026-07-30,GL-6100,1503399.78,INV,[VARIANCE] Direct Labour & Subcontract Costs — Sydney Tech Hub — Pyrmont,Kapitol Group,G11,150339.98,OK
253,5,CC-SYD-05,2027-01-19,GL-6500,29504.06,INV,Regulatory Fees & Permit Costs — Sydney Tech Hub — Pyrmont,Vic Department of Transport,G12,0.0,OK
254,5,CC-SYD-05,2027-02-02,GL-6200,151932.41,INV,Raw Materials & Consumables — Sydney Tech Hub — Pyrmont,James Hardie Building Products,G11,15193.24,OK
255,5,CC-SYD-05,2027-02-16,GL-6400,203070.02,INV,[VARIANCE] Professional & Consulting Fees — Sydney Tech Hub — Pyrmont,Stantec Consulting,G11,20307.0,OK
256,5,CC-SYD-05,2026-10-20,GL-6300,325325.84,INV,Equipment & Plant Hire — Sydney Tech Hub — Pyrmont,Coates Hire Operations,G11,32532.58,OK
257,5,CC-SYD-05,2026-09-22,GL-6100,418321.29,INV,Direct Labour & Subcontract Costs — Sydney Tech Hub — Pyrmont,Hickory Group,G11,41832.13,OK
258,5,CC-SYD-05,2026-07-02,GL-6200,427755.11,INV,[VARIANCE] Raw Materials & Consumables — Sydney Tech Hub — Pyrmont,CSR Building Products,G11,42775.51,OK
259,5,CC-SYD-05,2026-10-09,GL-6100,250945.89,INV,Direct Labour & Subcontract Costs — Sydney Tech Hub — Pyrmont,John Holland Group,G11,25094.59,OK
260,5,CC-SYD-05,2026-12-11,GL-6100,1355108.55,INV,[VARIANCE] Direct Labour & Subcontract Costs — Sydney Tech Hub — Pyrmont,Cockram Constructions,G11,135510.86,OK
261,5,CC-SYD-05,2026-08-04,GL-6100,416562.86,INV,[VARIANCE] Direct Labour & Subcontract Costs — Sydney Tech Hub — Pyrmont,Cockram Constructions,G11,41656.29,OK
262,5,CC-SYD-05,2026-09-14,GL-6100,1084314.45,INV,Direct Labour & Subcontract Costs — Sydney Tech Hub — Pyrmont,John Holland Group,G11,108431.45,OK
263,5,CC-SYD-05,2026-06-03,GL-6100,1066273.68,INV,Direct Labour & Subcontract Costs — Sydney Tech Hub — Pyrmont,Built Environs,G11,106627.37,OK
264,5,CC-SYD-05,2027-03-02,GL-6300,303420.54,INV,[VARIANCE] Equipment & Plant Hire — Sydney Tech Hub — Pyrmont,Sherrin Rentals,G11,30342.05,OK
265,5,CC-SYD-05,2027-04-17,GL-6400,115655.39,INV,[VARIANCE] Professional & Consulting Fees — Sydney Tech Hub — Pyrmont,Arup Pty Ltd,G11,11565.54,OK
266,5,CC-SYD-05,2027-01-07,GL-6400,121882.66,INV,Professional & Consulting Fees — Sydney Tech Hub — Pyrmont,Arcadis Australia Pacific,G11,12188.27,OK
267,5,CC-SYD-05,2027-04-14,GL-6100,1321297.31,INV,Direct Labour & Subcontract Costs — Sydney Tech Hub — Pyrmont,Watpac Civil & Mining,G11,132129.73,OK
268,5,CC-SYD-05,2026-10-19,GL-6300,284526.24,INV,Equipment & Plant Hire — Sydney Tech Hub — Pyrmont,Tutt Bryant Equipment,G11,28452.62,OK
269,5,CC-SYD-05,2026-10-22,GL-6100,1470288.57,INV,Direct Labour & Subcontract Costs — Sydney Tech Hub — Pyrmont,Kane Constructions,G11,147028.86,OK
270,5,CC-SYD-05,2026-07-09,GL-6500,45393.03,INV,Regulatory Fees & Permit Costs — Sydney Tech Hub — Pyrmont,EPA Victoria,G12,0.0,OK
271,5,CC-SYD-05,2026-05-23,GL-6300,70479.07,INV,[VARIANCE] Equipment & Plant Hire — Sydney Tech Hub — Pyrmont,Kennards Hire,G11,7047.91,OK
272,5,CC-SYD-05,2026-04-18,GL-6600,4573.99,INV,[VARIANCE] Travel & Accommodation — Sydney Tech Hub — Pyrmont,FCm Travel Solutions,G11,457.4,OK
273,5,CC-SYD-05,2027-04-18,GL-6100,794284.33,INV,Direct Labour & Subcontract Costs — Sydney Tech Hub — Pyrmont,John Holland Group,G11,79428.43,OK
274,5,CC-SYD-05,2026-06-14,GL-6100,510488.07,INV,Direct Labour & Subcontract Costs — Sydney Tech Hub — Pyrmont,Buxton Construction,G11,51048.81,OK
275,5,CC-SYD-05,2026-05-05,GL-6100,1159938.22,INV,[VARIANCE] Direct Labour & Subcontract Costs — Sydney Tech Hub — Pyrmont,Built Environs,G11,115993.82,OK
276,5,CC-SYD-05,2027-03-17,GL-6100,729877.0,INV,Direct Labour & Subcontract Costs — Sydney Tech Hub — Pyrmont,John Holland Group,G11,72636.46,ROUNDING_DIFF
277,5,CC-SYD-05,2026-08-24,GL-6100,914299.65,INV,Direct Labour & Subcontract Costs — Sydney Tech Hub — Pyrmont,Watpac Civil & Mining,G11,91429.97,OK
278,5,CC-SYD-05,2027-03-21,GL-6300,43409.33,INV,[VARIANCE] Equipment & Plant Hire — Sydney Tech Hub — Pyrmont,Sherrin Rentals,G11,4340.93,OK
279,5,CC-SYD-05,2026-12-06,GL-6200,595121.98,INV,Raw Materials & Consumables — Sydney Tech Hub — Pyrmont,Rebar Direct Pty Ltd,G11,59512.2,OK
280,5,CC-SYD-05,2027-03-05,GL-6100,352660.63,INV,Direct Labour & Subcontract Costs — Sydney Tech Hub — Pyrmont,John Holland Group,G11,35266.06,OK
281,5,CC-SYD-05,2026-10-23,GL-6100,994884.01,INV,Direct Labour & Subcontract Costs — Sydney Tech Hub — Pyrmont,Buxton Construction,G11,99488.4,OK
282,5,CC-SYD-05,2026-12-11,GL-6600,2222.23,INV,Travel & Accommodation — Sydney Tech Hub — Pyrmont,Marriott Hotels Australia,G11,222.22,OK
283,5,CC-SYD-05,2026-11-09,GL-6300,55182.27,INV,Equipment & Plant Hire — Sydney Tech Hub — Pyrmont,Kennards Hire,G11,5518.23,OK
284,5,CC-SYD-05,2027-02-21,GL-6100,1447502.78,INV,[VARIANCE] Direct Labour & Subcontract Costs — Sydney Tech Hub — Pyrmont,Hacer Group,G11,144750.28,OK
285,5,CC-SYD-05,2026-12-21,GL-6100,1043874.41,INV,Direct Labour & Subcontract Costs — Sydney Tech Hub — Pyrmont,Probuild Constructions,G11,104387.44,OK
286,5,CC-SYD-05,2027-01-31,GL-6100,870749.0,INV,[VARIANCE] Direct Labour & Subcontract Costs — Sydney Tech Hub — Pyrmont,Kane Constructions,G11,87149.98,ROUNDING_DIFF
287,5,CC-SYD-05,2027-02-20,GL-6200,399301.91,INV,Raw Materials & Consumables — Sydney Tech Hub — Pyrmont,Boral Construction Materials,G11,39930.19,OK
288,5,CC-SYD-05,2027-02-10,GL-6400,98701.96,INV,[VARIANCE] Professional & Consulting Fees — Sydney Tech Hub — Pyrmont,Turner & Townsend,G11,9870.2,OK
289,5,CC-SYD-05,2026-06-01,GL-6600,3199.94,INV,Travel & Accommodation — Sydney Tech Hub — Pyrmont,FCm Travel Solutions,G11,319.99,OK
290,5,CC-SYD-05,2026-07-14,GL-6100,998577.89,INV,Direct Labour & Subcontract Costs — Sydney Tech Hub — Pyrmont,Buxton Construction,G11,99857.79,OK
291,5,CC-SYD-05,2026-12-23,GL-6200,470138.34,INV,Raw Materials & Consumables — Sydney Tech Hub — Pyrmont,Saint-Gobain Placo,G11,47013.83,OK
292,5,CC-SYD-05,2026-10-27,GL-6300,72459.38,INV,Equipment & Plant Hire — Sydney Tech Hub — Pyrmont,Kennards Hire,G11,7245.94,OK
293,5,CC-SYD-05,2026-11-30,GL-5100,1163009.47,INV,Direct Labour & Subcontract Costs — Sydney Tech Hub — Pyrmont,Buxton Construction,G11,116300.95,GL_REMAP
294,5,CC-SYD-05,2027-02-22,GL-6300,112389.67,INV,Equipment & Plant Hire — Sydney Tech Hub — Pyrmont,Adaptalift Hyster,G11,11238.97,OK
295,5,CC-SYD-05,2027-02-02,GL-6200,471775.91,INV,Raw Materials & Consumables — Sydney Tech Hub — Pyrmont,Holcim Australia Pty Ltd,G11,47177.59,OK
296,5,CC-SYD-05,2027-03-18,GL-6400,78462.14,INV,Professional & Consulting Fees — Sydney Tech Hub — Pyrmont,GHD Advisory,G11,7846.21,OK
297,5,CC-SYD-05,2026-11-29,GL-6300,42883.67,INV,Equipment & Plant Hire — Sydney Tech Hub — Pyrmont,Kennards Hire,G11,4288.37,OK
298,5,CC-SYD-05,2026-10-20,GL-6300,216231.0,INV,Equipment & Plant Hire — Sydney Tech Hub — Pyrmont,All Cranes Hire & Sales,G11,21626.9,ROUNDING_DIFF
299,5,CC-SYD-05,2027-04-08,GL-6200,768550.84,INV,Raw Materials & Consumables — Sydney Tech Hub — Pyrmont,Rebar Direct Pty Ltd,G11,76855.08,OK
300,5,CC-SYD-05,2026-12-29,GL-6200,395989.9,INV,[VARIANCE] Raw Materials & Consumables — Sydney Tech Hub — Pyrmont,Holcim Australia Pty Ltd,G11,39598.99,OK
301,6,CC-PER-06,2026-07-22,GL-6100,1081618.46,INV,Direct Labour & Subcontract Costs — Perth Data Centre — Stage 1,Hacer Group,G11,108161.85,OK
302,6,CC-PER-06,2026-09-12,GL-6100,615253.13,INV,Direct Labour & Subcontract Costs — Perth Data Centre — Stage 1,Built Environs,G11,61525.31,OK
303,6,CC-PER-06,2026-02-22,GL-6200,360734.82,INV,Raw Materials & Consumables — Perth Data Centre — Stage 1,Sika Australia,G11,36073.48,OK
304,6,CC-PER-06,2026-09-06,GL-6400,122795.09,INV,Professional & Consulting Fees — Perth Data Centre — Stage 1,Arup Pty Ltd,G11,12279.51,OK
305,6,CC-PER-06,2026-11-07,GL-6200,537465.52,INV,[VARIANCE] Raw Materials & Consumables — Perth Data Centre — Stage 1,Hanson Construction Materials,G11,53746.55,MISSING_IN_NEW
306,6,CC-PER-06,2026-09-29,GL-6400,107938.67,INV,[VARIANCE] Professional & Consulting Fees — Perth Data Centre — Stage 1,Arup Pty Ltd,G11,10793.87,OK
307,6,CC-PER-06,2026-06-29,GL-6400,117734.78,INV,Professional & Consulting Fees — Perth Data Centre — Stage 1,GHD Advisory,G11,11773.48,OK
308,6,CC-PER-06,2026-03-28,GL-6300,76398.44,INV,Equipment & Plant Hire — Perth Data Centre — Stage 1,Coates Hire Operations,G11,7639.84,OK
309,6,CC-PER-06,2026-04-29,GL-6100,1101568.83,INV,Direct Labour & Subcontract Costs — Perth Data Centre — Stage 1,John Holland Group,G11,110156.88,OK
310,6,CC-PER-06,2026-04-22,GL-6100,357015.61,INV,Direct Labour & Subcontract Costs — Perth Data Centre — Stage 1,John Holland Group,G11,35701.56,MISSING_IN_NEW
311,6,CC-PER-06,2026-06-30,GL-6100,649696.84,INV,Direct Labour & Subcontract Costs — Perth Data Centre — Stage 1,Built Environs,G11,64969.68,OK
312,6,CC-PER-06,2026-12-15,GL-6100,397371.39,INV,[VARIANCE] Direct Labour & Subcontract Costs — Perth Data Centre — Stage 1,Watpac Civil & Mining,G11,39737.14,OK
313,6,CC-PER-06,2026-05-07,GL-6200,809735.89,INV,Raw Materials & Consumables — Perth Data Centre — Stage 1,Saint-Gobain Placo,G11,80973.59,OK
314,6,CC-PER-06,2026-10-24,GL-6200,165364.25,INV,[VARIANCE] Raw Materials & Consumables — Perth Data Centre — Stage 1,CSR Building Products,G11,16536.42,OK
315,6,CC-PER-06,2026-04-01,GL-6500,37712.0,INV,Regulatory Fees & Permit Costs — Perth Data Centre — Stage 1,City of Melbourne Council,G12,0.0,ROUNDING_DIFF
316,6,CC-PER-06,2026-11-25,GL-6100,717800.98,INV,Direct Labour & Subcontract Costs — Perth Data Centre — Stage 1,John Holland Group,G11,71780.1,OK
317,6,CC-PER-06,2026-02-26,GL-6200,344352.8,INV,[VARIANCE] Raw Materials & Consumables — Perth Data Centre — Stage 1,Sika Australia,G11,34435.28,OK
318,6,CC-PER-06,2026-10-24,GL-5500,7815.24,INV,Regulatory Fees & Permit Costs — Perth Data Centre — Stage 1,NSW Planning Department,G12,0.0,GL_REMAP
319,6,CC-PER-06,2026-03-14,GL-6100,421149.88,INV,Direct Labour & Subcontract Costs — Perth Data Centre — Stage 1,Hacer Group,G11,42114.99,OK
